Source,BGC,SS_NoSpace,Edatopic,Special,Codes,New Zone,New SS,NewBGCSS,Action,Based on:,Date_Updated
BECv10,ESSFmc,ESSFmc/03,B2,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/03,C2,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/04,A3,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/04,A4,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/04,B3,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/04,C3,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/05,D4,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/05,E4,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/06,C5,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/06,D5,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/07,D5,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/07,D6,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/07,E5,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/07,E6,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/08,C6,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/08,C7,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/08,D5,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/08,D6,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/08,D7,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/09,A6,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/09,A7,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/09,B6,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/09,B7,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/10,C7,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/10,D7,NA,NA,,,,,,
BECv10,ESSFmc,ESSFmc/10,E7,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A0,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A1,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A2,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A3,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A4,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A5,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A6,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,A7,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B0,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B1,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B2,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B3,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B4,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B5,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B6,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,B7,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C0,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C1,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C2,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C3,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C4,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C5,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C6,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,C7,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D0,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D1,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D2,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D3,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D4,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D5,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D6,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,D7,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E0,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E1,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E2,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E3,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E4,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E5,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E6,NA,NA,,,,,,
BECv10,ESSFmcp,ESSFmcp/00,E7,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/101,B4,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/101,C4,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/101,D4,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/102,A1,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/102,B1,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/102,C1,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/103,A2,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/103,B2,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/103,C2,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/104,A2,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/104,A3,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/104,B2,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/104,B3,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/105,B3,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/105,C2,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/105,C3,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/110,C5,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/110,D4,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/110,D5,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/110,E5,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/111,C5,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/111,C6,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/111,D5,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/111,D6,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/111,E5,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/111,E6,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/112,C6,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/112,D6,NA,NA,,,,,,
BECv10,ESSFmh,ESSFmh/112,E6,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/01,B4,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/01,B5,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/01,C4,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,A0,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,A1,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,A2,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,B0,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,B1,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,B2,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,C0,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,C1,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/02,C2,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/03,A3,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/03,A4,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/03,B3,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/03,C3,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/04,C5,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/04,D4,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/04,D5,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/04,E4,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/05,D5,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/05,D6,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/05,E4,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/05,E5,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/05,E6,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/06,B6,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/06,B7,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/06,C6,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/06,C7,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/07,D6,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/07,D7,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/07,E6,NA,NA,,,,,,
BECv10,ESSFmk,ESSFmk/07,E7,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A0,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A1,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A2,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A3,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A4,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A5,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A6,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,A7,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B0,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B1,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B2,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B3,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B4,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B5,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B6,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,B7,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C0,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C1,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C2,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C3,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C4,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C5,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C6,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,C7,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D0,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D1,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D2,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D3,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D4,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D5,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D6,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,D7,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E0,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E1,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E2,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E3,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E4,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E5,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E6,NA,NA,,,,,,
BECv10,ESSFmkp,ESSFmkp/00,E7,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/01,B3,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/01,B4,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/01,C3,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/01,C4,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/01,D3,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/01,D4,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/02,A1,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/02,B1,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/03,A2,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/03,B1,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/03,B2,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/04,B2,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/04,C2,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/05,B5,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/05,C5,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/05,D5,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,A7,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,B5,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,B6,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,B7,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,C5,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,C6,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,D5,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/06,D6,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/07,A7,NA,NA,,,,,,
BECv10,ESSFmm1,ESSFmm1/07,B7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,A3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,A4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,B3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,B4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,C3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,C4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,D3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,D4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,E3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/01,E4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/02,A1,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/02,A2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/02,B1,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/02,B2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/02,C1,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/02,C2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,A2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,A3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,B2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,B3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,C1,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,C2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,C3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,D1,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,D2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,D3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,E1,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,E2,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/03,E3,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,A4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,A5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,B4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,B5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,C4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,C5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,D4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,D5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,E4,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/04,E5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,A5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,A6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,B5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,B6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,C5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,C6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,C7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,D5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,D6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,D7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,E5,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,E6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/05,E7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/06,A6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/06,A7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/06,B6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/06,B7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/06,C6,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/06,C7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/07,A7,NA,NA,,,,,,
BECv10,ESSFmm2,ESSFmm2/07,B7,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/101,B4,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/101,C4,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/101,D4,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/102,A1,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/102,B1,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/102,C1,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/102,D1,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/103,B2,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/103,C2,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/103,D2,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/104,B3,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/104,B4,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/104,C3,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/104,D3,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/110,C5,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/110,C6,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/110,D5,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/111,C5,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/111,C6,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/111,D5,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/111,D6,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/112,C6,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/112,C7,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/112,D6,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/112,D7,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/112,E6,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/112,E7,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/Ro,A0,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/Ro,B0,NA,NA,,,,,,
BECv11,ESSFmm3,ESSFmm3/Ro,C0,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A0,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A1,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A2,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A3,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A4,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A5,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A6,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,A7,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B0,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B1,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B2,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B3,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B4,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B5,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B6,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,B7,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C0,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C1,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C2,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C3,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C4,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C5,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C6,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,C7,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D0,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D1,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D2,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D3,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D4,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D5,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D6,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,D7,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E0,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E1,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E2,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E3,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E4,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E5,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E6,NA,NA,,,,,,
BECv10,ESSFmmp,ESSFmmp/00,E7,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/01,B3,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/01,B4,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/01,C3,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/01,C4,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/01,D3,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/01,D4,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/02,A1,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/02,B1,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/03,A2,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/03,B1,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/03,B2,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/04,B2,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/04,C2,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/05,B5,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/05,C5,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/05,D5,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,A7,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,B5,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,B6,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,B7,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,C5,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,C6,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,D5,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/06,D6,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/07,A7,NA,NA,,,,,,
BECv10,ESSFmmw,ESSFmmw/07,B7,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/01,B4,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/01,C4,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/01,D4,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/02,A1,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/02,A2,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/02,B1,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/02,B2,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/03,B3,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/03,B4,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/03,C3,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/03,C4,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/04,C5,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/04,C6,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/04,D5,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/04,D6,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/05,C6,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/05,C7,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/05,D6,NA,NA,,,,,,
BECv10,ESSFmv1,ESSFmv1/05,D7,NA,NA,,,,,,
BECv10,ESSFmv2,ESSFmv2/01,B3,NA,NA,,,,,,
BECv10,ESSFmv2,ESSFmv2/01,B4,NA,NA,,,,,,
