Source,BGC,SS_NoSpace,Edatopic
BECv10,BAFAunp,BAFAunp/00,E3
BECv10,BAFAunp,BAFAunp/00,E2
BECv10,BAFAunp,BAFAunp/00,E1
BECv10,BAFAunp,BAFAunp/00,E0
BECv10,BAFAunp,BAFAunp/00,D7
BECv10,BAFAunp,BAFAunp/00,D6
BECv10,BAFAunp,BAFAunp/00,D5
BECv10,BAFAunp,BAFAunp/00,D4
BECv10,BAFAunp,BAFAunp/00,D3
BECv10,BAFAunp,BAFAunp/00,D2
BECv10,BAFAunp,BAFAunp/00,D1
BECv10,BAFAunp,BAFAunp/00,D0
BECv10,BAFAunp,BAFAunp/00,C7
BECv10,BAFAunp,BAFAunp/00,C6
BECv10,BAFAunp,BAFAunp/00,C5
BECv10,BAFAunp,BAFAunp/00,C4
BECv10,BAFAunp,BAFAunp/00,C3
BECv10,BAFAunp,BAFAunp/00,C2
BECv10,BAFAunp,BAFAunp/00,C1
BECv10,BAFAunp,BAFAunp/00,C0
BECv10,BAFAunp,BAFAunp/00,B7
BECv10,BAFAunp,BAFAunp/00,B6
BECv10,BAFAunp,BAFAunp/00,B5
BECv10,BAFAunp,BAFAunp/00,B4
BECv10,BAFAunp,BAFAunp/00,B3
BECv10,BAFAunp,BAFAunp/00,B2
BECv10,BAFAunp,BAFAunp/00,B1
BECv10,BAFAunp,BAFAunp/00,B0
BECv10,BAFAunp,BAFAunp/00,A7
BECv10,BAFAunp,BAFAunp/00,A6
BECv10,BAFAunp,BAFAunp/00,A5
BECv10,BAFAunp,BAFAunp/00,A4
BECv10,BAFAunp,BAFAunp/00,A3
BECv10,BAFAunp,BAFAunp/00,A2
BECv10,BAFAunp,BAFAunp/00,A1
BECv10,BAFAunp,BAFAunp/00,A0
USA_2019,BGdh_OR,BGdh_OR/110,E5
USA_2019,BGdh_OR,BGdh_OR/110,D5
USA_2019,BGdh_OR,BGdh_OR/110,C5
USA_2019,BGdh_OR,BGdh_OR/110,B5
USA_2019,BGdh_OR,BGdh_OR/111,E6
USA_2019,BGdh_OR,BGdh_OR/111,D6
USA_2019,BGdh_OR,BGdh_OR/111,C6
USA_2019,BGdh_OR,BGdh_OR/111,B6
USA_2019,BGdh_OR,BGdh_OR/Gg1,D2
USA_2019,BGdh_OR,BGdh_OR/Gg1,D1
USA_2019,BGdh_OR,BGdh_OR/Gg1,C2
USA_2019,BGdh_OR,BGdh_OR/Gg1,C1
USA_2019,BGdh_OR,BGdh_OR/Gg1,B2
USA_2019,BGdh_OR,BGdh_OR/Gg1,B1
USA_2019,BGdh_OR,BGdh_OR/Gg1,A2
USA_2019,BGdh_OR,BGdh_OR/Gg1,A1
USA_2019,BGdh_OR,BGdh_OR/Gg2,D4
USA_2019,BGdh_OR,BGdh_OR/Gg2,D3
USA_2019,BGdh_OR,BGdh_OR/Gg2,C4
USA_2019,BGdh_OR,BGdh_OR/Gg2,C3
USA_2019,BGdh_OR,BGdh_OR/Gg2,B4
USA_2019,BGdh_OR,BGdh_OR/Gg2,B3
Add_2021,BGdh_OR,BGdh_OR/Ro,A0
Add_2021,BGdh_OR,BGdh_OR/Ro,B0
USA_2020,BGdw_OR,BGdw_OR/110,E5
USA_2020,BGdw_OR,BGdw_OR/110,D5
USA_2020,BGdw_OR,BGdw_OR/110,C5
USA_2020,BGdw_OR,BGdw_OR/110,B5
USA_2020,BGdw_OR,BGdw_OR/111,E6
USA_2020,BGdw_OR,BGdw_OR/111,D6
USA_2020,BGdw_OR,BGdw_OR/111,C6
USA_2020,BGdw_OR,BGdw_OR/111,B6
USA_2020,BGdw_OR,BGdw_OR/Gg,D4
USA_2020,BGdw_OR,BGdw_OR/Gg,D3
USA_2020,BGdw_OR,BGdw_OR/Gg,D2
USA_2020,BGdw_OR,BGdw_OR/Gg,D1
USA_2020,BGdw_OR,BGdw_OR/Gg,C4
USA_2020,BGdw_OR,BGdw_OR/Gg,C3
USA_2020,BGdw_OR,BGdw_OR/Gg,C2
USA_2020,BGdw_OR,BGdw_OR/Gg,C1
USA_2020,BGdw_OR,BGdw_OR/Gg,B4
USA_2020,BGdw_OR,BGdw_OR/Gg,B3
USA_2020,BGdw_OR,BGdw_OR/Gg,B2
USA_2020,BGdw_OR,BGdw_OR/Gg,B1
USA_2020,BGdw_OR,BGdw_OR/Gg,A2
USA_2020,BGdw_OR,BGdw_OR/Gg,A1
Add_2021,BGdw_OR,BGdw_OR/Ro,A0
Add_2021,BGdw_OR,BGdw_OR/Ro,B0
USA_2019,BGdw_WA,BGdw_WA/110,E5
USA_2019,BGdw_WA,BGdw_WA/110,D5
USA_2019,BGdw_WA,BGdw_WA/110,C5
USA_2019,BGdw_WA,BGdw_WA/110,B5
USA_2019,BGdw_WA,BGdw_WA/111,E6
USA_2019,BGdw_WA,BGdw_WA/111,D6
USA_2019,BGdw_WA,BGdw_WA/111,C6
USA_2019,BGdw_WA,BGdw_WA/111,B6
USA_2019,BGdw_WA,BGdw_WA/Gg,D4
USA_2019,BGdw_WA,BGdw_WA/Gg,D3
USA_2019,BGdw_WA,BGdw_WA/Gg,D2
USA_2019,BGdw_WA,BGdw_WA/Gg,D1
USA_2019,BGdw_WA,BGdw_WA/Gg,C4
USA_2019,BGdw_WA,BGdw_WA/Gg,C3
USA_2019,BGdw_WA,BGdw_WA/Gg,C2
USA_2019,BGdw_WA,BGdw_WA/Gg,C1
USA_2019,BGdw_WA,BGdw_WA/Gg,B4
USA_2019,BGdw_WA,BGdw_WA/Gg,B3
USA_2019,BGdw_WA,BGdw_WA/Gg,B2
USA_2019,BGdw_WA,BGdw_WA/Gg,B1
USA_2019,BGdw_WA,BGdw_WA/Gg,A2
USA_2019,BGdw_WA,BGdw_WA/Gg,A1
Add_2021,BGdw_WA,BGdw_WA/Ro,A0
Add_2021,BGdw_WA,BGdw_WA/Ro,B0
USA_2020,BGmk_ID,BGmk_ID/110,E5
USA_2020,BGmk_ID,BGmk_ID/110,D5
USA_2020,BGmk_ID,BGmk_ID/110,C5
USA_2020,BGmk_ID,BGmk_ID/110,B5
USA_2020,BGmk_ID,BGmk_ID/111,E6
USA_2020,BGmk_ID,BGmk_ID/111,D6
USA_2020,BGmk_ID,BGmk_ID/111,C6
USA_2020,BGmk_ID,BGmk_ID/111,B6
USA_2020,BGmk_ID,BGmk_ID/Gg,D4
USA_2020,BGmk_ID,BGmk_ID/Gg,D3
USA_2020,BGmk_ID,BGmk_ID/Gg,D2
USA_2020,BGmk_ID,BGmk_ID/Gg,D1
USA_2020,BGmk_ID,BGmk_ID/Gg,C4
USA_2020,BGmk_ID,BGmk_ID/Gg,C3
USA_2020,BGmk_ID,BGmk_ID/Gg,C2
USA_2020,BGmk_ID,BGmk_ID/Gg,C1
USA_2020,BGmk_ID,BGmk_ID/Gg,B4
USA_2020,BGmk_ID,BGmk_ID/Gg,B3
USA_2020,BGmk_ID,BGmk_ID/Gg,B2
USA_2020,BGmk_ID,BGmk_ID/Gg,B1
USA_2020,BGmk_ID,BGmk_ID/Gg,A2
USA_2020,BGmk_ID,BGmk_ID/Gg,A1
Add_2021,BGmk_ID,BGmk_ID/Ro,A0
Add_2021,BGmk_ID,BGmk_ID/Ro,B0
USA_2019,BGmk_MT,BGmk_MT/110,E5
USA_2019,BGmk_MT,BGmk_MT/110,D5
USA_2019,BGmk_MT,BGmk_MT/110,C5
USA_2019,BGmk_MT,BGmk_MT/110,B5
USA_2019,BGmk_MT,BGmk_MT/111,E6
USA_2019,BGmk_MT,BGmk_MT/111,D6
USA_2019,BGmk_MT,BGmk_MT/111,C6
USA_2019,BGmk_MT,BGmk_MT/111,B6
USA_2019,BGmk_MT,BGmk_MT/Gg1,D2
USA_2019,BGmk_MT,BGmk_MT/Gg1,D1
USA_2019,BGmk_MT,BGmk_MT/Gg1,C2
USA_2019,BGmk_MT,BGmk_MT/Gg1,C1
USA_2019,BGmk_MT,BGmk_MT/Gg1,B2
USA_2019,BGmk_MT,BGmk_MT/Gg1,B1
USA_2019,BGmk_MT,BGmk_MT/Gg1,A2
USA_2019,BGmk_MT,BGmk_MT/Gg1,A1
USA_2019,BGmk_MT,BGmk_MT/Gg2,D4
USA_2019,BGmk_MT,BGmk_MT/Gg2,D3
USA_2019,BGmk_MT,BGmk_MT/Gg2,C4
USA_2019,BGmk_MT,BGmk_MT/Gg2,C3
USA_2019,BGmk_MT,BGmk_MT/Gg2,B4
USA_2019,BGmk_MT,BGmk_MT/Gg2,B3
Add_2021,BGmk_MT,BGmk_MT/Ro,A0
Add_2021,BGmk_MT,BGmk_MT/Ro,B0
USA_2020,BGmk_NV,BGmk_NV/110,E5
USA_2020,BGmk_NV,BGmk_NV/110,D5
USA_2020,BGmk_NV,BGmk_NV/110,C5
USA_2020,BGmk_NV,BGmk_NV/110,B5
USA_2020,BGmk_NV,BGmk_NV/111,E6
USA_2020,BGmk_NV,BGmk_NV/111,D6
USA_2020,BGmk_NV,BGmk_NV/111,C6
USA_2020,BGmk_NV,BGmk_NV/111,B6
USA_2020,BGmk_NV,BGmk_NV/Gg1,D2
USA_2020,BGmk_NV,BGmk_NV/Gg1,D1
USA_2020,BGmk_NV,BGmk_NV/Gg1,C2
USA_2020,BGmk_NV,BGmk_NV/Gg1,C1
USA_2020,BGmk_NV,BGmk_NV/Gg1,B2
USA_2020,BGmk_NV,BGmk_NV/Gg1,B1
USA_2020,BGmk_NV,BGmk_NV/Gg1,A2
USA_2020,BGmk_NV,BGmk_NV/Gg1,A1
USA_2020,BGmk_NV,BGmk_NV/Gg2,D4
USA_2020,BGmk_NV,BGmk_NV/Gg2,D3
USA_2020,BGmk_NV,BGmk_NV/Gg2,C4
USA_2020,BGmk_NV,BGmk_NV/Gg2,C3
USA_2020,BGmk_NV,BGmk_NV/Gg2,B4
USA_2020,BGmk_NV,BGmk_NV/Gg2,B3
Add_2021,BGmk_NV,BGmk_NV/Ro,A0
Add_2021,BGmk_NV,BGmk_NV/Ro,B0
USA_2019,BGmm_MT,BGmm_MT/110,E5
USA_2019,BGmm_MT,BGmm_MT/110,D5
USA_2019,BGmm_MT,BGmm_MT/110,C5
USA_2019,BGmm_MT,BGmm_MT/110,B5
USA_2019,BGmm_MT,BGmm_MT/111,E6
USA_2019,BGmm_MT,BGmm_MT/111,D6
USA_2019,BGmm_MT,BGmm_MT/111,C6
USA_2019,BGmm_MT,BGmm_MT/111,B6
USA_2019,BGmm_MT,BGmm_MT/Gg1,D2
USA_2019,BGmm_MT,BGmm_MT/Gg1,D1
USA_2019,BGmm_MT,BGmm_MT/Gg1,C2
USA_2019,BGmm_MT,BGmm_MT/Gg1,C1
USA_2019,BGmm_MT,BGmm_MT/Gg1,B2
USA_2019,BGmm_MT,BGmm_MT/Gg1,B1
USA_2019,BGmm_MT,BGmm_MT/Gg1,A2
USA_2019,BGmm_MT,BGmm_MT/Gg1,A1
USA_2019,BGmm_MT,BGmm_MT/Gg2,D4
USA_2019,BGmm_MT,BGmm_MT/Gg2,D3
USA_2019,BGmm_MT,BGmm_MT/Gg2,C4
USA_2019,BGmm_MT,BGmm_MT/Gg2,C3
USA_2019,BGmm_MT,BGmm_MT/Gg2,B4
USA_2019,BGmm_MT,BGmm_MT/Gg2,B3
Add_2021,BGmm_MT,BGmm_MT/Ro,A0
Add_2021,BGmm_MT,BGmm_MT/Ro,B0
USA_2020,BGmw_OR,BGmw_OR/110,E5
USA_2020,BGmw_OR,BGmw_OR/110,D5
USA_2020,BGmw_OR,BGmw_OR/110,C5
USA_2020,BGmw_OR,BGmw_OR/110,B5
USA_2020,BGmw_OR,BGmw_OR/111,E6
USA_2020,BGmw_OR,BGmw_OR/111,D6
USA_2020,BGmw_OR,BGmw_OR/111,C6
USA_2020,BGmw_OR,BGmw_OR/111,B6
USA_2020,BGmw_OR,BGmw_OR/Gg,D4
USA_2020,BGmw_OR,BGmw_OR/Gg,D3
USA_2020,BGmw_OR,BGmw_OR/Gg,D2
USA_2020,BGmw_OR,BGmw_OR/Gg,D1
USA_2020,BGmw_OR,BGmw_OR/Gg,C4
USA_2020,BGmw_OR,BGmw_OR/Gg,C3
USA_2020,BGmw_OR,BGmw_OR/Gg,C2
USA_2020,BGmw_OR,BGmw_OR/Gg,C1
USA_2020,BGmw_OR,BGmw_OR/Gg,B4
USA_2020,BGmw_OR,BGmw_OR/Gg,B3
USA_2020,BGmw_OR,BGmw_OR/Gg,B2
USA_2020,BGmw_OR,BGmw_OR/Gg,B1
USA_2020,BGmw_OR,BGmw_OR/Gg,A2
USA_2020,BGmw_OR,BGmw_OR/Gg,A1
Add_2021,BGmw_OR,BGmw_OR/Ro,A0
Add_2021,BGmw_OR,BGmw_OR/Ro,B0
USA_2019,BGmw_WA,BGmw_WA/110,E5
USA_2019,BGmw_WA,BGmw_WA/110,D5
USA_2019,BGmw_WA,BGmw_WA/110,C5
USA_2019,BGmw_WA,BGmw_WA/110,B5
USA_2019,BGmw_WA,BGmw_WA/111,E6
USA_2019,BGmw_WA,BGmw_WA/111,D6
USA_2019,BGmw_WA,BGmw_WA/111,C6
USA_2019,BGmw_WA,BGmw_WA/111,B6
USA_2019,BGmw_WA,BGmw_WA/Gg,D4
USA_2019,BGmw_WA,BGmw_WA/Gg,D3
USA_2019,BGmw_WA,BGmw_WA/Gg,D2
USA_2019,BGmw_WA,BGmw_WA/Gg,D1
USA_2019,BGmw_WA,BGmw_WA/Gg,C4
USA_2019,BGmw_WA,BGmw_WA/Gg,C3
USA_2019,BGmw_WA,BGmw_WA/Gg,C2
USA_2019,BGmw_WA,BGmw_WA/Gg,C1
USA_2019,BGmw_WA,BGmw_WA/Gg,B4
USA_2019,BGmw_WA,BGmw_WA/Gg,B3
USA_2019,BGmw_WA,BGmw_WA/Gg,B2
USA_2019,BGmw_WA,BGmw_WA/Gg,B1
USA_2019,BGmw_WA,BGmw_WA/Gg,A2
USA_2019,BGmw_WA,BGmw_WA/Gg,A1
Add_2021,BGmw_WA,BGmw_WA/Ro,A0
Add_2021,BGmw_WA,BGmw_WA/Ro,B0
USA_2019,BGwm_WA,BGwm_WA/110,E5
USA_2019,BGwm_WA,BGwm_WA/110,D5
USA_2019,BGwm_WA,BGwm_WA/110,C5
USA_2019,BGwm_WA,BGwm_WA/110,B5
USA_2019,BGwm_WA,BGwm_WA/111,E6
USA_2019,BGwm_WA,BGwm_WA/111,D6
USA_2019,BGwm_WA,BGwm_WA/111,C6
USA_2019,BGwm_WA,BGwm_WA/111,B6
USA_2019,BGwm_WA,BGwm_WA/Gg,D4
USA_2019,BGwm_WA,BGwm_WA/Gg,D3
USA_2019,BGwm_WA,BGwm_WA/Gg,D2
USA_2019,BGwm_WA,BGwm_WA/Gg,D1
USA_2019,BGwm_WA,BGwm_WA/Gg,C4
USA_2019,BGwm_WA,BGwm_WA/Gg,C3
USA_2019,BGwm_WA,BGwm_WA/Gg,C2
USA_2019,BGwm_WA,BGwm_WA/Gg,C1
USA_2019,BGwm_WA,BGwm_WA/Gg,B4
USA_2019,BGwm_WA,BGwm_WA/Gg,B3
USA_2019,BGwm_WA,BGwm_WA/Gg,B2
USA_2019,BGwm_WA,BGwm_WA/Gg,B1
USA_2019,BGwm_WA,BGwm_WA/Gg,A2
USA_2019,BGwm_WA,BGwm_WA/Gg,A1
Add_2021,BGwm_WA,BGwm_WA/Ro,A0
Add_2021,BGwm_WA,BGwm_WA/Ro,B0
USA_2019,BGxh_WA,BGxh_WA/110,E5
USA_2019,BGxh_WA,BGxh_WA/110,D5
USA_2019,BGxh_WA,BGxh_WA/110,C5
USA_2019,BGxh_WA,BGxh_WA/110,B5
USA_2019,BGxh_WA,BGxh_WA/111,E6
USA_2019,BGxh_WA,BGxh_WA/111,D6
USA_2019,BGxh_WA,BGxh_WA/111,C6
USA_2019,BGxh_WA,BGxh_WA/111,B6
USA_2019,BGxh_WA,BGxh_WA/Gg1,D2
USA_2019,BGxh_WA,BGxh_WA/Gg1,D1
USA_2019,BGxh_WA,BGxh_WA/Gg1,C2
USA_2019,BGxh_WA,BGxh_WA/Gg1,C1
USA_2019,BGxh_WA,BGxh_WA/Gg1,B2
USA_2019,BGxh_WA,BGxh_WA/Gg1,B1
USA_2019,BGxh_WA,BGxh_WA/Gg1,A2
USA_2019,BGxh_WA,BGxh_WA/Gg1,A1
USA_2019,BGxh_WA,BGxh_WA/Gg2,D4
USA_2019,BGxh_WA,BGxh_WA/Gg2,D3
USA_2019,BGxh_WA,BGxh_WA/Gg2,C4
USA_2019,BGxh_WA,BGxh_WA/Gg2,C3
USA_2019,BGxh_WA,BGxh_WA/Gg2,B4
USA_2019,BGxh_WA,BGxh_WA/Gg2,B3
Add_2021,BGxh_WA,BGxh_WA/Ro,A0
Add_2021,BGxh_WA,BGxh_WA/Ro,B0
BECv12,BGxh1,BGxh1/102,C2
BECv12,BGxh1,BGxh1/102,C1
BECv12,BGxh1,BGxh1/102,B2
BECv12,BGxh1,BGxh1/102,B1
BECv12,BGxh1,BGxh1/102,A2
BECv12,BGxh1,BGxh1/102,A1
BECv12,BGxh1,BGxh1/103,C3
BECv12,BGxh1,BGxh1/103,B3
BECv12,BGxh1,BGxh1/103,A3
BECv12,BGxh1,BGxh1/110,E5
BECv12,BGxh1,BGxh1/110,E4
BECv12,BGxh1,BGxh1/110,D5
BECv12,BGxh1,BGxh1/110,D4
BECv12,BGxh1,BGxh1/110,C5
BECv12,BGxh1,BGxh1/110,C4
BECv12,BGxh1,BGxh1/Fm01,E6
BECv12,BGxh1,BGxh1/Fm01,E5
BECv12,BGxh1,BGxh1/Fm01,D6
BECv12,BGxh1,BGxh1/Fm01,D5
BECv12,BGxh1,BGxh1/Fm01,C6
BECv12,BGxh1,BGxh1/Fm01,C5
BECv12,BGxh1,BGxh1/Fm06,E6
BECv12,BGxh1,BGxh1/Fm06,E5
BECv12,BGxh1,BGxh1/Fm06,D6
BECv12,BGxh1,BGxh1/Fm06,D5
BECv12,BGxh1,BGxh1/Fm06,C6
BECv12,BGxh1,BGxh1/Fm06,C5
BECv10,BGxh1,BGxh1/Gg,E4
BECv10,BGxh1,BGxh1/Gg,E3
BECv10,BGxh1,BGxh1/Gg,D4
BECv10,BGxh1,BGxh1/Gg,D3
BECv10,BGxh1,BGxh1/Gg,D2
BECv10,BGxh1,BGxh1/Gg,D1
BECv10,BGxh1,BGxh1/Gg,C4
BECv10,BGxh1,BGxh1/Gg,C3
BECv10,BGxh1,BGxh1/Gg,C2
BECv10,BGxh1,BGxh1/Gg,C1
BECv10,BGxh1,BGxh1/Gg,C0
BECv10,BGxh1,BGxh1/Gg,B4
BECv10,BGxh1,BGxh1/Gg,B3
BECv10,BGxh1,BGxh1/Gg,B2
BECv10,BGxh1,BGxh1/Gg,B1
BECv10,BGxh1,BGxh1/Gg,B0
BECv10,BGxh1,BGxh1/Gg,A4
BECv10,BGxh1,BGxh1/Gg,A3
BECv10,BGxh1,BGxh1/Gg,A2
BECv10,BGxh1,BGxh1/Gg,A1
BECv10,BGxh1,BGxh1/Gg,A0
BECv12,BGxh2,BGxh2/102,C3
BECv12,BGxh2,BGxh2/102,C2
BECv12,BGxh2,BGxh2/102,B3
BECv12,BGxh2,BGxh2/102,B2
BECv12,BGxh2,BGxh2/110,E5
BECv12,BGxh2,BGxh2/110,E4
BECv12,BGxh2,BGxh2/110,D5
BECv12,BGxh2,BGxh2/110,D4
BECv12,BGxh2,BGxh2/110,C5
BECv12,BGxh2,BGxh2/110,C4
BECv12,BGxh2,BGxh2/Fm01,E6
BECv12,BGxh2,BGxh2/Fm01,E5
BECv12,BGxh2,BGxh2/Fm01,D6
BECv12,BGxh2,BGxh2/Fm01,D5
BECv12,BGxh2,BGxh2/Fm05,E6
BECv12,BGxh2,BGxh2/Fm05,E5
BECv12,BGxh2,BGxh2/Fm05,D6
BECv12,BGxh2,BGxh2/Fm05,D5
BECv12,BGxh2,BGxh2/Fm06,E6
BECv12,BGxh2,BGxh2/Fm06,E5
BECv12,BGxh2,BGxh2/Fm06,D6
BECv12,BGxh2,BGxh2/Fm06,D5
BECv10,BGxh2,BGxh2/Gg,D4
BECv10,BGxh2,BGxh2/Gg,D3
BECv10,BGxh2,BGxh2/Gg,C2
BECv10,BGxh2,BGxh2/Gg,C1
BECv10,BGxh2,BGxh2/Gg,B2
BECv10,BGxh2,BGxh2/Gg,B1
BECv10,BGxh2,BGxh2/Gg,B0
BECv10,BGxh2,BGxh2/Gg,A1
BECv10,BGxh2,BGxh2/Gg,A0
BECv10,BGxh2,BGxh2/Gs,E5
BECv10,BGxh2,BGxh2/Gs,E4
BECv10,BGxh2,BGxh2/Gs,D5
BECv10,BGxh2,BGxh2/Gs,D4
BECv10,BGxh2,BGxh2/Gs,D3
BECv10,BGxh2,BGxh2/Gs,D2
BECv10,BGxh2,BGxh2/Gs,D1
BECv10,BGxh2,BGxh2/Gs,C5
BECv10,BGxh2,BGxh2/Gs,C4
BECv10,BGxh2,BGxh2/Gs,C3
BECv10,BGxh2,BGxh2/Gs,C2
BECv10,BGxh2,BGxh2/Gs,C1
BECv10,BGxh2,BGxh2/Gs,B4
BECv10,BGxh2,BGxh2/Gs,B3
BECv10,BGxh2,BGxh2/Gs,B2
BECv10,BGxh2,BGxh2/Gs,B1
BECv10,BGxh3,BGxh3/110,D5
BECv10,BGxh3,BGxh3/110,D4
BECv10,BGxh3,BGxh3/110,C5
BECv10,BGxh3,BGxh3/110,C4
BECv10,BGxh3,BGxh3/111,D5
BECv10,BGxh3,BGxh3/111,D4
BECv10,BGxh3,BGxh3/111,C5
BECv10,BGxh3,BGxh3/111,C4
BECv10,BGxh3,BGxh3/112,D6
BECv10,BGxh3,BGxh3/112,D5
BECv10,BGxh3,BGxh3/113,C6
BECv10,BGxh3,BGxh3/113,C5
Add_2021,BGxh3,BGxh3/Fm01,E5
Add_2021,BGxh3,BGxh3/Fm01,E6
BECv10,BGxh3,BGxh3/Gg,D5
BECv10,BGxh3,BGxh3/Gg,D4
BECv10,BGxh3,BGxh3/Gg,C5
BECv10,BGxh3,BGxh3/Gg,C4
BECv10,BGxh3,BGxh3/Gg,C3
BECv10,BGxh3,BGxh3/Gg,C2
BECv10,BGxh3,BGxh3/Gg,B4
BECv10,BGxh3,BGxh3/Gg,B3
BECv10,BGxh3,BGxh3/Gg,B2
Add_2021,BGxh3,BGxh3/Ro,A0
Add_2021,BGxh3,BGxh3/Ro,B0
BECv12,BGxw1,BGxw1/102,C2
BECv12,BGxw1,BGxw1/102,C1
BECv12,BGxw1,BGxw1/102,B2
BECv12,BGxw1,BGxw1/102,B1
BECv12,BGxw1,BGxw1/110,E4
BECv12,BGxw1,BGxw1/110,D4
BECv12,BGxw1,BGxw1/111,E5
BECv12,BGxw1,BGxw1/111,E4
BECv12,BGxw1,BGxw1/111,D5
BECv12,BGxw1,BGxw1/111,D4
BECv12,BGxw1,BGxw1/111,C5
BECv12,BGxw1,BGxw1/Fm01,E6
BECv12,BGxw1,BGxw1/Fm01,E5
BECv12,BGxw1,BGxw1/Fm01,D6
BECv12,BGxw1,BGxw1/Fm01,D5
BECv12,BGxw1,BGxw1/Fm05,E6
BECv12,BGxw1,BGxw1/Fm05,E5
BECv12,BGxw1,BGxw1/Fm05,D6
BECv12,BGxw1,BGxw1/Fm05,D5
BECv10,BGxw1,BGxw1/Gg,E4
BECv10,BGxw1,BGxw1/Gg,E3
BECv10,BGxw1,BGxw1/Gg,D4
BECv10,BGxw1,BGxw1/Gg,D3
BECv10,BGxw1,BGxw1/Gg,D2
BECv10,BGxw1,BGxw1/Gg,D1
BECv10,BGxw1,BGxw1/Gg,C4
BECv10,BGxw1,BGxw1/Gg,C3
BECv10,BGxw1,BGxw1/Gg,C2
BECv10,BGxw1,BGxw1/Gg,C1
BECv10,BGxw1,BGxw1/Gg,B4
BECv10,BGxw1,BGxw1/Gg,B3
BECv10,BGxw1,BGxw1/Gg,B2
BECv10,BGxw1,BGxw1/Gg,B1
BECv10,BGxw1,BGxw1/Gg,A2
BECv10,BGxw1,BGxw1/Gg,A1
Add_2021,BGxw1,BGxw1/Ro,A0
Add_2021,BGxw1,BGxw1/Ro,B0
BECv10,BGxw2,BGxw2/101,D4
BECv10,BGxw2,BGxw2/101,D3
BECv10,BGxw2,BGxw2/101,C4
BECv10,BGxw2,BGxw2/101,C3
BECv10,BGxw2,BGxw2/101,B4
BECv10,BGxw2,BGxw2/110,D5
BECv10,BGxw2,BGxw2/110,D4
BECv10,BGxw2,BGxw2/110,C5
BECv10,BGxw2,BGxw2/110,C4
BECv10,BGxw2,BGxw2/111,D5
BECv10,BGxw2,BGxw2/111,D4
BECv10,BGxw2,BGxw2/111,C5
BECv10,BGxw2,BGxw2/111,C4
BECv10,BGxw2,BGxw2/112,E6
BECv10,BGxw2,BGxw2/112,E5
BECv10,BGxw2,BGxw2/113,D5
BECv10,BGxw2,BGxw2/113,C5
BECv10,BGxw2,BGxw2/114,D6
BECv10,BGxw2,BGxw2/114,D5
BECv10,BGxw2,BGxw2/114,C6
BECv10,BGxw2,BGxw2/115,D6
BECv10,BGxw2,BGxw2/115,D5
BECv10,BGxw2,BGxw2/115,C6
BECv10,BGxw2,BGxw2/115,C5
BECv10,BGxw2,BGxw2/Gg,D5
BECv10,BGxw2,BGxw2/Gg,D4
BECv10,BGxw2,BGxw2/Gg,D3
BECv10,BGxw2,BGxw2/Gg,C5
BECv10,BGxw2,BGxw2/Gg,C4
BECv10,BGxw2,BGxw2/Gg,C3
BECv10,BGxw2,BGxw2/Gg,C2
BECv10,BGxw2,BGxw2/Gg,B4
BECv10,BGxw2,BGxw2/Gg,B3
BECv10,BGxw2,BGxw2/Gg,B2
Add_2021,BGxw2,BGxw2/Ro,A0
Add_2021,BGxw2,BGxw2/Ro,B0
USA_2020,BGxx_WY,BGxx_WY/110,E5
